发布者;真实一级评论数;真实点赞数;边数;最大边数;集群密度
嘻嘻嘻去滑雪呀;11;1;12;60050;0.00019983347210657785
观察者网;6;74;80;60050;0.0013322231473771858
量子位;14;179;193;60050;0.0032139883430474603
_荀溪_;1;1;2;60050;3.330557868442964e-05
新浪期货;2;1;3;60050;4.995836802664446e-05
西窗庆大官人;1;2;3;60050;4.995836802664446e-05
夏鱼-电池电量低;3;11;14;60050;0.00023313905079100749
选选牌考考包;4;1;5;60050;8.326394671107411e-05
真诚而已不是恋爱脑;1;1;2;60050;3.330557868442964e-05
改头换面重新做人;2;2;4;60050;6.661115736885928e-05
阴山游牧李-君-辉;1;1;2;60050;3.330557868442964e-05
kekeko3o;1;15;16;60050;0.0002664446294754371
环球市场播报;1;8;9;60050;0.0001498751040799334
哈勃观察员;5;20;25;60050;0.00041631973355537054
小李BRAVA;8;2;10;60050;0.00016652789342214822
电商不是玄学;1;2;3;60050;4.995836802664446e-05
想成为猛男的弧线雨;3;1;4;60050;6.661115736885928e-05
阁楼上的安妮;2;76;78;60050;0.001298917568692756
天地银行李经理;4;3;7;60050;0.00011656952539550374
Autumn周先生;3;6;9;60050;0.0001498751040799334
市界Pro;1;5;6;60050;9.991673605328893e-05
芒果椰奶冻冻冻;2;1;3;60050;4.995836802664446e-05
电商不是玄学;1;3;4;60050;6.661115736885928e-05
字体设计;13;15;28;60050;0.00046627810158201497
你个你呀_;2;1;3;60050;4.995836802664446e-05
夏日_漱口;1;1;2;60050;3.330557868442964e-05
别撩我没有情;1;1;2;60050;3.330557868442964e-05
宇文天启;4;3;7;60050;0.00011656952539550374
麻省理工科技评论;2;8;10;60050;0.00016652789342214822
萌面大道V;2;8;10;60050;0.00016652789342214822
呼神护卫队队长;1;1;2;60050;3.330557868442964e-05
澈彻迠焎-;1;2;3;60050;4.995836802664446e-05
RASPBERRY_LA;1;6;7;60050;0.00011656952539550374
喵星君大大;6;26;32;60050;0.0005328892589508742
Asteria_111;3;1;4;60050;6.661115736885928e-05
第一财经日报;3;1;4;60050;6.661115736885928e-05
小龙虾piupiupiu;1;1;2;60050;3.330557868442964e-05
周大福;7;3;10;60050;0.00016652789342214822
Maybelline美宝莲纽约;13;16;29;60050;0.0004829308909242298
占士鯊;1;5;6;60050;9.991673605328893e-05
新浪科技;2;4;6;60050;9.991673605328893e-05
明天也一起加油吧;62;1357;1419;60050;0.02363030807660283
王安石不吃橘子;2;7;9;60050;0.0001498751040799334
奇迹dd最好命;1;1;2;60050;3.330557868442964e-05
蔡少伟;1;7;8;60050;0.00013322231473771856
中科大胡不归;11;70;81;60050;0.0013488759367194004
午夜伤心尸体;1;1;2;60050;3.330557868442964e-05
正宗啥啥都有;2;2;4;60050;6.661115736885928e-05
_无湮;1;1;2;60050;3.330557868442964e-05
SD下海的杨大夫;2;20;22;60050;0.00036636136552872605
山间狡童;2;4;6;60050;9.991673605328893e-05
新源秋衣;2;1;3;60050;4.995836802664446e-05
·oHo·;1;1;2;60050;3.330557868442964e-05
信念_Qingyang;2;2;4;60050;6.661115736885928e-05
哇呀挖芋头;2;2;4;60050;6.661115736885928e-05
财经杂志;1;2;3;60050;4.995836802664446e-05
再吃最后一大口;2;3;5;60050;8.326394671107411e-05
无隅霜雪寻到霁月;1;1;2;60050;3.330557868442964e-05
投行泰山;2;2;4;60050;6.661115736885928e-05
莱茵骨头;1;2;3;60050;4.995836802664446e-05
李楠或kkk;30;178;208;60050;0.003463780183180683
司XImaruko;1;4;5;60050;8.326394671107411e-05
AHC中国;17;26;43;60050;0.0007160699417152373
古斯塔夫_real;11;27;38;60050;0.0006328059950041632
中秋限定草莓馅;1;1;2;60050;3.330557868442964e-05
微博全民知识节;2;8;10;60050;0.00016652789342214822
花尔街的蜗牛;3;57;60;60050;0.0009991673605328892
屠龙的胭脂井;45;168;213;60050;0.0035470441298917567
恋爱脑早治早好;4;8;12;60050;0.00019983347210657785
椰耶農場;2;1;3;60050;4.995836802664446e-05
陕西大剧院-西安音乐厅;2;5;7;60050;0.00011656952539550374
神之手归来;2;178;180;60050;0.002997502081598668
西之门;1;3;4;60050;6.661115736885928e-05
白衣沾酒;10;7;17;60050;0.00028309741881765195
模型预测;1;20;21;60050;0.0003497085761865112
机动兔大队长;2;1;3;60050;4.995836802664446e-05
荒井健一ak;1;2;3;60050;4.995836802664446e-05
泥扣扮靓;4;16;20;60050;0.00033305578684429644
摩尔投研;2;4;6;60050;9.991673605328893e-05
二板总舵主;1;325;326;60050;0.005428809325562032
猫斯拉小甜甜;9;38;47;60050;0.0007826810990840966
大凯频道;1;2;3;60050;4.995836802664446e-05
地下小王;1;2;3;60050;4.995836802664446e-05
鲲启AI;1;1;2;60050;3.330557868442964e-05
浪猪灰头;17;69;86;60050;0.0014321398834304746
哈勃观察员;19;40;59;60050;0.0009825145711906745
Jacky-京东云无线宝;72;56;128;60050;0.002131557035803497
你是我做的糖果味的梦;9;3;12;60050;0.00019983347210657785
周怀瑾04;12;3;15;60050;0.0002497918401332223
财新网;2;6;8;60050;0.00013322231473771856
磐石之心;8;23;31;60050;0.0005162364696086595
楠木兔;3;18;21;60050;0.0003497085761865112
价值事务所;3;2;5;60050;8.326394671107411e-05
环球市场播报;1;5;6;60050;9.991673605328893e-05
i想你时你在闹海;2;1;3;60050;4.995836802664446e-05
鲲启AI;1;1;2;60050;3.330557868442964e-05
